DNI;MATRICULA;FECHA;NUMERO;IMPUESTO
94387575700;00235;2017-03-02;59018;0.12
19290992743;00237;2017-03-02;59019;0.1
19290992743;00237;2017-03-02;59020;0.1
50534475787;00236;2017-03-02;59021;0.12
8719655770;00235;2017-03-02;59022;0.12
9283760794;00235;2017-03-02;59023;0.1
2600586709;00236;2017-03-02;59024;0.1
8719655770;00236;2017-03-02;59025;0.12
50534475787;00236;2017-03-02;59026;0.12
2600586709;00235;2017-03-02;59027;0.12
19290992743;00235;2017-03-02;59028;0.12
5840119709;00237;2017-03-02;59029;0.12
5576228758;00235;2017-03-02;59030;0.12
19290992743;00237;2017-03-02;59031;0.12
1471156710;00235;2017-03-02;59032;0.12
2600586709;00236;2017-03-02;59033;0.12
5840119709;00235;2017-03-02;59034;0.1
19290992743;00237;2017-03-02;59035;0.12
8719655770;00237;2017-03-02;59036;0.12
94387575700;00236;2017-03-02;59037;0.1
5648641702;00235;2017-03-02;59038;0.12
1471156710;00237;2017-03-02;59039;0.1
7771579779;00236;2017-03-02;59040;0.1
5648641702;00235;2017-03-02;59041;0.1
19290992743;00235;2017-03-02;59042;0.1
2600586709;00235;2017-03-02;59043;0.1
7771579779;00236;2017-03-02;59044;0.12
2600586709;00235;2017-03-02;59045;0.12
3623344710;00235;2017-03-02;59046;0.1
492472718;00236;2017-03-02;59047;0.12
8719655770;00235;2017-03-02;59048;0.12
1471156710;00235;2017-03-02;59049;0.1
50534475787;00235;2017-03-02;59050;0.12
2600586709;00237;2017-03-02;59051;0.1
50534475787;00237;2017-03-02;59052;0.12
5840119709;00237;2017-03-02;59053;0.1
19290992743;00237;2017-03-02;59054;0.1
5576228758;00236;2017-03-02;59055;0.1
7771579779;00235;2017-03-02;59056;0.12
8719655770;00237;2017-03-02;59057;0.1
5648641702;00236;2017-03-02;59058;0.1
50534475787;00235;2017-03-02;59059;0.12
9283760794;00237;2017-03-02;59060;0.12
3623344710;00237;2017-03-02;59061;0.12
19290992743;00235;2017-03-02;59062;0.1
2600586709;00236;2017-03-02;59063;0.12
94387575700;00235;2017-03-02;59064;0.1
5648641702;00236;2017-03-02;59065;0.12
8719655770;00235;2017-03-02;59066;0.12
8719655770;00235;2017-03-03;59067;0.1
19290992743;00235;2017-03-03;59068;0.1
19290992743;00236;2017-03-03;59069;0.12
94387575700;00236;2017-03-03;59070;0.1
8719655770;00236;2017-03-03;59071;0.1
19290992743;00237;2017-03-03;59072;0.1
19290992743;00235;2017-03-03;59073;0.12
9283760794;00237;2017-03-03;59074;0.12
50534475787;00237;2017-03-03;59075;0.1
8502682733;00237;2017-03-03;59076;0.1
5840119709;00236;2017-03-03;59077;0.12
7771579779;00235;2017-03-03;59078;0.12
492472718;00237;2017-03-03;59079;0.1
8719655770;00236;2017-03-03;59080;0.12
9283760794;00235;2017-03-03;59081;0.1
5576228758;00235;2017-03-03;59082;0.12
492472718;00237;2017-03-03;59083;0.12
5648641702;00235;2017-03-03;59084;0.1
492472718;00235;2017-03-03;59085;0.12
8502682733;00236;2017-03-03;59086;0.1
50534475787;00237;2017-03-03;59087;0.12
8719655770;00237;2017-03-03;59088;0.1
94387575700;00236;2017-03-03;59089;0.12
94387575700;00237;2017-03-03;59090;0.1
50534475787;00237;2017-03-03;59091;0.12
8719655770;00235;2017-03-03;59092;0.1
8502682733;00237;2017-03-03;59093;0.12
50534475787;00236;2017-03-03;59094;0.1
50534475787;00237;2017-03-03;59095;0.12
1471156710;00235;2017-03-03;59096;0.1
8502682733;00237;2017-03-03;59097;0.1
2600586709;00236;2017-03-03;59098;0.1
94387575700;00236;2017-03-03;59099;0.12

2600586709;00235;2017-03-03;59100;0.1
5576228758;00237;2017-03-03;59101;0.1
1471156710;00236;2017-03-03;59102;0.12
5648641702;00235;2017-03-03;59103;0.12
8502682733;00235;2017-03-03;59104;0.1
3623344710;00236;2017-03-03;59105;0.12
3623344710;00236;2017-03-03;59106;0.1
8502682733;00235;2017-03-03;59107;0.12
7771579779;00236;2017-03-03;59108;0.1
50534475787;00235;2017-03-03;59109;0.12
8719655770;00237;2017-03-03;59110;0.1
5648641702;00237;2017-03-03;59111;0.1
5840119709;00236;2017-03-03;59112;0.1
5648641702;00236;2017-03-03;59113;0.12
5648641702;00236;2017-03-03;59114;0.12
5576228758;00236;2017-03-03;59115;0.1
5648641702;00237;2017-03-03;59116;0.12
50534475787;00235;2017-03-03;59117;0.12
5840119709;00235;2017-03-03;59118;0.1
492472718;00235;2017-03-03;59119;0.12
2600586709;00235;2017-03-03;59120;0.1
9283760794;00235;2017-03-03;59121;0.12
9283760794;00236;2017-03-03;59122;0.12
492472718;00237;2017-03-03;59123;0.12
3623344710;00235;2017-03-03;59124;0.1
8502682733;00235;2017-03-03;59125;0.1
5840119709;00236;2017-03-03;59126;0.1
2600586709;00235;2017-03-03;59127;0.12
8719655770;00236;2017-03-03;59128;0.12
7771579779;00235;2017-03-03;59129;0.12
8719655770;00235;2017-03-03;59130;0.1
5648641702;00237;2017-03-03;59131;0.1
2600586709;00235;2017-03-03;59132;0.12
9283760794;00237;2017-03-03;59133;0.1
3623344710;00235;2017-03-03;59134;0.1
50534475787;00237;2017-03-03;59135;0.12
8502682733;00235;2017-03-03;59136;0.1
8719655770;00235;2017-03-03;59137;0.12
9283760794;00235;2017-03-03;59138;0.12
5648641702;00235;2017-03-03;59139;0.12
3623344710;00236;2017-03-03;59140;0.12
5576228758;00237;2017-03-03;59141;0.1
8719655770;00235;2017-03-03;59142;0.1
8502682733;00235;2017-03-04;59143;0.1
8502682733;00235;2017-03-04;59144;0.12
1471156710;00236;2017-03-04;59145;0.12
8719655770;00235;2017-03-04;59146;0.1
1471156710;00237;2017-03-04;59147;0.12
19290992743;00236;2017-03-04;59148;0.12
2600586709;00237;2017-03-04;59149;0.12
5576228758;00235;2017-03-04;59150;0.1
5840119709;00236;2017-03-04;59151;0.12
9283760794;00236;2017-03-04;59152;0.1
7771579779;00236;2017-03-04;59153;0.12
50534475787;00236;2017-03-04;59154;0.1
19290992743;00235;2017-03-04;59155;0.12
1471156710;00235;2017-03-04;59156;0.12
94387575700;00237;2017-03-04;59157;0.1
19290992743;00237;2017-03-04;59158;0.1
7771579779;00237;2017-03-04;59159;0.1
8502682733;00235;2017-03-04;59160;0.12
492472718;00235;2017-03-04;59161;0.12
5648641702;00236;2017-03-04;59162;0.12
5576228758;00236;2017-03-04;59163;0.1
19290992743;00235;2017-03-04;59164;0.1
8502682733;00237;2017-03-04;59165;0.12
50534475787;00236;2017-03-04;59166;0.1
9283760794;00237;2017-03-04;59167;0.1
8719655770;00237;2017-03-04;59168;0.1
1471156710;00235;2017-03-04;59169;0.1
2600586709;00235;2017-03-04;59170;0.12
9283760794;00236;2017-03-04;59171;0.12
5840119709;00237;2017-03-04;59172;0.1
5840119709;00237;2017-03-04;59173;0.12
3623344710;00235;2017-03-04;59174;0.1
492472718;00237;2017-03-04;59175;0.12
5840119709;00235;2017-03-04;59176;0.12
5648641702;00237;2017-03-04;59177;0.12
5840119709;00236;2017-03-04;59178;0.1
5576228758;00236;2017-03-04;59179;0.12
7771579779;00236;2017-03-04;59180;0.1
3623344710;00237;2017-03-04;59181;0.12
2600586709;00236;2017-03-04;59182;0.12
50534475787;00237;2017-03-04;59183;0.12
5576228758;00237;2017-03-04;59184;0.12
1471156710;00237;2017-03-04;59185;0.12
8502682733;00237;2017-03-04;59186;0.12
94387575700;00237;2017-03-04;59187;0.1
1471156710;00237;2017-03-04;59188;0.1
8719655770;00236;2017-03-04;59189;0.1
2600586709;00237;2017-03-04;59190;0.1
492472718;00235;2017-03-04;59191;0.1
94387575700;00235;2017-03-04;59192;0.12
492472718;00235;2017-03-04;59193;0.12
3623344710;00236;2017-03-04;59194;0.1
19290992743;00235;2017-03-04;59195;0.12
50534475787;00237;2017-03-04;59196;0.12
5648641702;00237;2017-03-04;59197;0.12
50534475787;00235;2017-03-04;59198;0.12
19290992743;00235;2017-03-04;59199;0.12

492472718;00236;2017-03-04;59200;0.12
492472718;00235;2017-03-04;59201;0.1
50534475787;00237;2017-03-04;59202;0.1
7771579779;00235;2017-03-04;59203;0.12
94387575700;00237;2017-03-04;59204;0.12
5648641702;00235;2017-03-04;59205;0.12
7771579779;00237;2017-03-04;59206;0.1
2600586709;00235;2017-03-04;59207;0.12
8502682733;00235;2017-03-05;59208;0.12
8719655770;00236;2017-03-05;59209;0.1
3623344710;00235;2017-03-05;59210;0.12
2600586709;00235;2017-03-05;59211;0.12
5840119709;00236;2017-03-05;59212;0.12
7771579779;00235;2017-03-05;59213;0.1
50534475787;00236;2017-03-05;59214;0.12
7771579779;00235;2017-03-05;59215;0.1
50534475787;00235;2017-03-05;59216;0.12
8719655770;00235;2017-03-05;59217;0.1
5576228758;00237;2017-03-05;59218;0.1
50534475787;00236;2017-03-05;59219;0.12
94387575700;00235;2017-03-05;59220;0.12
492472718;00236;2017-03-05;59221;0.12
8502682733;00235;2017-03-05;59222;0.12
3623344710;00236;2017-03-05;59223;0.12
492472718;00235;2017-03-05;59224;0.1
7771579779;00236;2017-03-05;59225;0.12
5840119709;00235;2017-03-05;59226;0.1
5840119709;00237;2017-03-05;59227;0.1
3623344710;00237;2017-03-05;59228;0.1
8502682733;00237;2017-03-05;59229;0.12
492472718;00235;2017-03-05;59230;0.1
5840119709;00236;2017-03-05;59231;0.12
2600586709;00237;2017-03-05;59232;0.12
19290992743;00237;2017-03-05;59233;0.1
2600586709;00237;2017-03-05;59234;0.1
492472718;00235;2017-03-05;59235;0.1
1471156710;00236;2017-03-05;59236;0.12
8502682733;00237;2017-03-05;59237;0.12
2600586709;00236;2017-03-05;59238;0.12
5576228758;00236;2017-03-05;59239;0.1
9283760794;00235;2017-03-05;59240;0.12
50534475787;00235;2017-03-05;59241;0.1
50534475787;00236;2017-03-05;59242;0.12
3623344710;00237;2017-03-05;59243;0.12
1471156710;00235;2017-03-05;59244;0.12
492472718;00236;2017-03-05;59245;0.1
3623344710;00235;2017-03-05;59246;0.1
3623344710;00235;2017-03-05;59247;0.12
492472718;00235;2017-03-05;59248;0.1
94387575700;00237;2017-03-05;59249;0.1
5576228758;00236;2017-03-05;59250;0.1
5840119709;00235;2017-03-05;59251;0.1
19290992743;00235;2017-03-05;59252;0.12
5648641702;00236;2017-03-05;59253;0.12
94387575700;00236;2017-03-05;59254;0.1
9283760794;00237;2017-03-05;59255;0.1
7771579779;00235;2017-03-05;59256;0.12
19290992743;00236;2017-03-05;59257;0.1
3623344710;00237;2017-03-05;59258;0.1
3623344710;00237;2017-03-05;59259;0.1
19290992743;00237;2017-03-05;59260;0.12
94387575700;00236;2017-03-05;59261;0.12
9283760794;00237;2017-03-05;59262;0.12
7771579779;00235;2017-03-05;59263;0.1
5648641702;00235;2017-03-05;59264;0.1
2600586709;00236;2017-03-05;59265;0.1
1471156710;00236;2017-03-05;59266;0.1
8502682733;00235;2017-03-05;59267;0.1
94387575700;00235;2017-03-05;59268;0.12
3623344710;00235;2017-03-05;59269;0.1
50534475787;00237;2017-03-05;59270;0.12
19290992743;00236;2017-03-05;59271;0.1
492472718;00236;2017-03-05;59272;0.1
3623344710;00237;2017-03-05;59273;0.12
3623344710;00235;2017-03-05;59274;0.12
8502682733;00237;2017-03-05;59275;0.1
7771579779;00235;2017-03-05;59276;0.12
5576228758;00236;2017-03-05;59277;0.12
1471156710;00235;2017-03-05;59278;0.1
7771579779;00236;2017-03-05;59279;0.12
5840119709;00237;2017-03-05;59280;0.12
8719655770;00235;2017-03-05;59281;0.12
3623344710;00237;2017-03-05;59282;0.12
5840119709;00237;2017-03-05;59283;0.12
3623344710;00235;2017-03-05;59284;0.1
8719655770;00237;2017-03-05;59285;0.12
492472718;00237;2017-03-05;59286;0.12
8719655770;00236;2017-03-06;59287;0.12
7771579779;00236;2017-03-06;59288;0.12
5576228758;00236;2017-03-06;59289;0.12
3623344710;00236;2017-03-06;59290;0.12
50534475787;00237;2017-03-06;59291;0.12
94387575700;00235;2017-03-06;59292;0.1
19290992743;00236;2017-03-06;59293;0.12
9283760794;00236;2017-03-06;59294;0.12
94387575700;00235;2017-03-06;59295;0.12
9283760794;00235;2017-03-06;59296;0.1
50534475787;00236;2017-03-06;59297;0.12
7771579779;00236;2017-03-06;59298;0.1
1471156710;00235;2017-03-06;59299;0.1

5648641702;00237;2017-03-06;59300;0.1
8719655770;00236;2017-03-06;59301;0.12
492472718;00235;2017-03-06;59302;0.12
9283760794;00235;2017-03-06;59303;0.1
492472718;00235;2017-03-06;59304;0.12
7771579779;00236;2017-03-06;59305;0.12
94387575700;00235;2017-03-06;59306;0.12
492472718;00236;2017-03-06;59307;0.1
94387575700;00235;2017-03-06;59308;0.1
492472718;00235;2017-03-06;59309;0.1
5576228758;00237;2017-03-06;59310;0.1
2600586709;00237;2017-03-06;59311;0.1
492472718;00237;2017-03-06;59312;0.1
5576228758;00236;2017-03-06;59313;0.12
2600586709;00235;2017-03-06;59314;0.12
3623344710;00236;2017-03-06;59315;0.1
50534475787;00236;2017-03-06;59316;0.12
5648641702;00236;2017-03-06;59317;0.12
50534475787;00237;2017-03-06;59318;0.1
5840119709;00236;2017-03-06;59319;0.1
3623344710;00236;2017-03-06;59320;0.1
5840119709;00235;2017-03-06;59321;0.12
5648641702;00236;2017-03-06;59322;0.12
5648641702;00236;2017-03-06;59323;0.12
50534475787;00237;2017-03-06;59324;0.12
19290992743;00235;2017-03-06;59325;0.1
492472718;00236;2017-03-06;59326;0.1
50534475787;00236;2017-03-06;59327;0.1
19290992743;00235;2017-03-06;59328;0.12
5648641702;00237;2017-03-06;59329;0.1
492472718;00235;2017-03-06;59330;0.12
50534475787;00235;2017-03-06;59331;0.12
8502682733;00237;2017-03-06;59332;0.12
492472718;00235;2017-03-06;59333;0.12
50534475787;00237;2017-03-06;59334;0.12
1471156710;00236;2017-03-06;59335;0.1
5576228758;00237;2017-03-06;59336;0.1
9283760794;00236;2017-03-06;59337;0.12
5576228758;00237;2017-03-06;59338;0.12
8719655770;00237;2017-03-06;59339;0.12
5576228758;00236;2017-03-06;59340;0.1
5576228758;00235;2017-03-06;59341;0.1
7771579779;00237;2017-03-06;59342;0.12
9283760794;00235;2017-03-06;59343;0.1
2600586709;00235;2017-03-06;59344;0.12
492472718;00236;2017-03-06;59345;0.12
94387575700;00237;2017-03-06;59346;0.1
9283760794;00235;2017-03-06;59347;0.12
5648641702;00235;2017-03-06;59348;0.1
7771579779;00236;2017-03-06;59349;0.1
5840119709;00235;2017-03-06;59350;0.12
9283760794;00235;2017-03-06;59351;0.12
1471156710;00237;2017-03-06;59352;0.12
492472718;00237;2017-03-06;59353;0.1
9283760794;00236;2017-03-06;59354;0.12
1471156710;00236;2017-03-06;59355;0.12
5576228758;00237;2017-03-06;59356;0.1
3623344710;00237;2017-03-06;59357;0.1
9283760794;00235;2017-03-06;59358;0.12
5648641702;00237;2017-03-06;59359;0.12
5576228758;00235;2017-03-06;59360;0.12
3623344710;00235;2017-03-06;59361;0.12
94387575700;00235;2017-03-06;59362;0.12
7771579779;00235;2017-03-06;59363;0.12
5648641702;00237;2017-03-07;59364;0.1
1471156710;00236;2017-03-07;59365;0.1
8719655770;00235;2017-03-07;59366;0.1
492472718;00235;2017-03-07;59367;0.12
5576228758;00235;2017-03-07;59368;0.12
94387575700;00236;2017-03-07;59369;0.1
492472718;00235;2017-03-07;59370;0.1
50534475787;00236;2017-03-07;59371;0.12
5648641702;00236;2017-03-07;59372;0.12
9283760794;00235;2017-03-07;59373;0.12
1471156710;00236;2017-03-07;59374;0.12
1471156710;00235;2017-03-07;59375;0.1
7771579779;00236;2017-03-07;59376;0.12
3623344710;00236;2017-03-07;59377;0.1
7771579779;00237;2017-03-07;59378;0.1
3623344710;00235;2017-03-07;59379;0.12
492472718;00237;2017-03-07;59380;0.12
5648641702;00237;2017-03-07;59381;0.1
492472718;00237;2017-03-07;59382;0.1
3623344710;00235;2017-03-07;59383;0.1
9283760794;00235;2017-03-07;59384;0.12
5648641702;00237;2017-03-07;59385;0.1
492472718;00235;2017-03-07;59386;0.1
1471156710;00235;2017-03-07;59387;0.12
5648641702;00235;2017-03-07;59388;0.1
7771579779;00236;2017-03-07;59389;0.12
5576228758;00235;2017-03-07;59390;0.12
3623344710;00237;2017-03-07;59391;0.12
7771579779;00236;2017-03-07;59392;0.1
3623344710;00235;2017-03-07;59393;0.1
1471156710;00235;2017-03-07;59394;0.12
19290992743;00236;2017-03-07;59395;0.12
5576228758;00236;2017-03-07;59396;0.1
5840119709;00236;2017-03-07;59397;0.1
50534475787;00236;2017-03-07;59398;0.12
8719655770;00237;2017-03-07;59399;0.1

1471156710;00235;2017-03-07;59400;0.1
5840119709;00237;2017-03-07;59401;0.12
5840119709;00237;2017-03-07;59402;0.1
8502682733;00236;2017-03-07;59403;0.12
5576228758;00237;2017-03-07;59404;0.1
5840119709;00236;2017-03-07;59405;0.1
5576228758;00237;2017-03-07;59406;0.1
2600586709;00236;2017-03-07;59407;0.12
94387575700;00237;2017-03-07;59408;0.12
492472718;00236;2017-03-07;59409;0.12
5648641702;00235;2017-03-07;59410;0.12
1471156710;00235;2017-03-07;59411;0.12
19290992743;00236;2017-03-07;59412;0.12
8719655770;00236;2017-03-07;59413;0.1
8719655770;00237;2017-03-07;59414;0.1
5576228758;00237;2017-03-07;59415;0.1
3623344710;00237;2017-03-07;59416;0.1
5648641702;00235;2017-03-07;59417;0.12
7771579779;00237;2017-03-07;59418;0.1
3623344710;00235;2017-03-07;59419;0.12
2600586709;00236;2017-03-07;59420;0.1
5840119709;00237;2017-03-07;59421;0.12
5576228758;00236;2017-03-07;59422;0.1
1471156710;00237;2017-03-07;59423;0.12
94387575700;00236;2017-03-07;59424;0.1
492472718;00236;2017-03-07;59425;0.12
5648641702;00236;2017-03-07;59426;0.12
50534475787;00237;2017-03-07;59427;0.12
19290992743;00235;2017-03-07;59428;0.12
19290992743;00235;2017-03-07;59429;0.1
7771579779;00235;2017-03-07;59430;0.12
1471156710;00236;2017-03-07;59431;0.12
8719655770;00235;2017-03-07;59432;0.12
5840119709;00235;2017-03-07;59433;0.12
492472718;00237;2017-03-07;59434;0.1
3623344710;00235;2017-03-07;59435;0.12
9283760794;00236;2017-03-07;59436;0.12
2600586709;00235;2017-03-07;59437;0.1
5648641702;00236;2017-03-07;59438;0.1
94387575700;00236;2017-03-07;59439;0.1
1471156710;00235;2017-03-07;59440;0.1
19290992743;00235;2017-03-07;59441;0.1
2600586709;00237;2017-03-07;59442;0.1
19290992743;00237;2017-03-08;59443;0.1
8719655770;00235;2017-03-08;59444;0.12
19290992743;00235;2017-03-08;59445;0.12
5648641702;00236;2017-03-08;59446;0.12
8719655770;00236;2017-03-08;59447;0.12
8502682733;00235;2017-03-08;59448;0.1
492472718;00235;2017-03-08;59449;0.12
5840119709;00236;2017-03-08;59450;0.1
94387575700;00236;2017-03-08;59451;0.1
3623344710;00237;2017-03-08;59452;0.1
2600586709;00235;2017-03-08;59453;0.1
3623344710;00236;2017-03-08;59454;0.12
1471156710;00236;2017-03-08;59455;0.12
94387575700;00237;2017-03-08;59456;0.1
19290992743;00236;2017-03-08;59457;0.12
2600586709;00235;2017-03-08;59458;0.1
94387575700;00236;2017-03-08;59459;0.12
3623344710;00235;2017-03-08;59460;0.1
3623344710;00237;2017-03-08;59461;0.12
5576228758;00235;2017-03-08;59462;0.12
7771579779;00236;2017-03-08;59463;0.12
2600586709;00235;2017-03-08;59464;0.1
7771579779;00235;2017-03-08;59465;0.1
94387575700;00236;2017-03-08;59466;0.12
9283760794;00236;2017-03-08;59467;0.1
94387575700;00236;2017-03-08;59468;0.1
8502682733;00236;2017-03-08;59469;0.12
9283760794;00236;2017-03-08;59470;0.12
5840119709;00237;2017-03-08;59471;0.1
5576228758;00237;2017-03-08;59472;0.12
1471156710;00236;2017-03-08;59473;0.12
9283760794;00237;2017-03-08;59474;0.1
1471156710;00237;2017-03-08;59475;0.12
5648641702;00236;2017-03-08;59476;0.12
492472718;00236;2017-03-08;59477;0.1
7771579779;00236;2017-03-08;59478;0.12
3623344710;00236;2017-03-08;59479;0.12
5648641702;00236;2017-03-08;59480;0.12
5648641702;00236;2017-03-08;59481;0.12
94387575700;00235;2017-03-08;59482;0.12
8502682733;00235;2017-03-08;59483;0.12
5648641702;00236;2017-03-08;59484;0.12
5648641702;00235;2017-03-08;59485;0.12
9283760794;00235;2017-03-08;59486;0.1
50534475787;00235;2017-03-08;59487;0.12
94387575700;00235;2017-03-08;59488;0.12
5840119709;00237;2017-03-08;59489;0.1
94387575700;00237;2017-03-08;59490;0.12
50534475787;00237;2017-03-08;59491;0.12
2600586709;00235;2017-03-08;59492;0.12
5648641702;00235;2017-03-08;59493;0.1
9283760794;00235;2017-03-08;59494;0.12
5576228758;00236;2017-03-08;59495;0.12
94387575700;00235;2017-03-08;59496;0.1
94387575700;00237;2017-03-08;59497;0.12
19290992743;00236;2017-03-08;59498;0.12
8502682733;00235;2017-03-08;59499;0.12

9283760794;00235;2017-03-08;59500;0.12
7771579779;00236;2017-03-08;59501;0.1
1471156710;00237;2017-03-08;59502;0.12
9283760794;00236;2017-03-08;59503;0.12
2600586709;00237;2017-03-08;59504;0.12
5576228758;00236;2017-03-08;59505;0.12
8502682733;00237;2017-03-08;59506;0.1
5840119709;00235;2017-03-08;59507;0.12
8719655770;00237;2017-03-08;59508;0.1
5576228758;00235;2017-03-08;59509;0.12
2600586709;00235;2017-03-08;59510;0.12
7771579779;00237;2017-03-08;59511;0.12
2600586709;00236;2017-03-08;59512;0.1
19290992743;00236;2017-03-09;59513;0.1
94387575700;00237;2017-03-09;59514;0.12
19290992743;00237;2017-03-09;59515;0.1
8719655770;00237;2017-03-09;59516;0.12
19290992743;00235;2017-03-09;59517;0.12
5840119709;00236;2017-03-09;59518;0.1
50534475787;00235;2017-03-09;59519;0.12
5840119709;00237;2017-03-09;59520;0.1
50534475787;00237;2017-03-09;59521;0.12
1471156710;00235;2017-03-09;59522;0.12
2600586709;00235;2017-03-09;59523;0.12
9283760794;00236;2017-03-09;59524;0.12
3623344710;00237;2017-03-09;59525;0.1
5576228758;00236;2017-03-09;59526;0.1
9283760794;00237;2017-03-09;59527;0.12
2600586709;00237;2017-03-09;59528;0.1
19290992743;00237;2017-03-09;59529;0.1
2600586709;00236;2017-03-09;59530;0.1
50534475787;00235;2017-03-09;59531;0.1
9283760794;00237;2017-03-09;59532;0.1
2600586709;00235;2017-03-09;59533;0.12
8502682733;00236;2017-03-09;59534;0.12
8719655770;00236;2017-03-09;59535;0.1
8502682733;00237;2017-03-09;59536;0.1
94387575700;00235;2017-03-09;59537;0.1
1471156710;00235;2017-03-09;59538;0.1
8502682733;00235;2017-03-09;59539;0.1
5840119709;00236;2017-03-09;59540;0.12
5648641702;00236;2017-03-09;59541;0.1
7771579779;00237;2017-03-09;59542;0.12
8502682733;00237;2017-03-09;59543;0.12
94387575700;00236;2017-03-09;59544;0.1
94387575700;00236;2017-03-09;59545;0.1
5576228758;00235;2017-03-09;59546;0.1
50534475787;00236;2017-03-09;59547;0.1
7771579779;00237;2017-03-09;59548;0.1
5648641702;00236;2017-03-09;59549;0.12
8502682733;00236;2017-03-09;59550;0.12
492472718;00236;2017-03-09;59551;0.12
19290992743;00236;2017-03-09;59552;0.1
2600586709;00236;2017-03-09;59553;0.1
5648641702;00236;2017-03-09;59554;0.1
2600586709;00236;2017-03-09;59555;0.12
8502682733;00235;2017-03-09;59556;0.12
5648641702;00235;2017-03-09;59557;0.12
1471156710;00235;2017-03-09;59558;0.12
8719655770;00235;2017-03-09;59559;0.12
3623344710;00235;2017-03-09;59560;0.1
8719655770;00235;2017-03-09;59561;0.1
9283760794;00236;2017-03-09;59562;0.1
19290992743;00235;2017-03-09;59563;0.1
3623344710;00235;2017-03-09;59564;0.12
9283760794;00237;2017-03-09;59565;0.1
19290992743;00235;2017-03-09;59566;0.1
94387575700;00235;2017-03-09;59567;0.12
3623344710;00235;2017-03-09;59568;0.1
1471156710;00236;2017-03-09;59569;0.1
2600586709;00237;2017-03-09;59570;0.12
7771579779;00235;2017-03-09;59571;0.1
94387575700;00237;2017-03-09;59572;0.12
7771579779;00236;2017-03-09;59573;0.1
9283760794;00236;2017-03-09;59574;0.1
8719655770;00235;2017-03-09;59575;0.1
3623344710;00237;2017-03-09;59576;0.1
94387575700;00236;2017-03-09;59577;0.12
7771579779;00236;2017-03-09;59578;0.12
1471156710;00235;2017-03-09;59579;0.1
5576228758;00236;2017-03-09;59580;0.12
7771579779;00237;2017-03-09;59581;0.12
3623344710;00237;2017-03-09;59582;0.1
3623344710;00237;2017-03-09;59583;0.12
19290992743;00235;2017-03-09;59584;0.12
5576228758;00235;2017-03-09;59585;0.1
94387575700;00237;2017-03-09;59586;0.12
1471156710;00236;2017-03-09;59587;0.1
5576228758;00237;2017-03-09;59588;0.12
50534475787;00235;2017-03-09;59589;0.1
1471156710;00237;2017-03-09;59590;0.12
94387575700;00236;2017-03-09;59591;0.1
9283760794;00235;2017-03-09;59592;0.12
3623344710;00235;2017-03-09;59593;0.12
5576228758;00235;2017-03-10;59594;0.1
3623344710;00236;2017-03-10;59595;0.1
3623344710;00237;2017-03-10;59596;0.1
492472718;00237;2017-03-10;59597;0.12
5648641702;00237;2017-03-10;59598;0.1
9283760794;00236;2017-03-10;59599;0.1

2600586709;00235;2017-03-10;59600;0.12
1471156710;00237;2017-03-10;59601;0.1
94387575700;00237;2017-03-10;59602;0.12
9283760794;00237;2017-03-10;59603;0.1
8719655770;00237;2017-03-10;59604;0.1
2600586709;00237;2017-03-10;59605;0.12
5648641702;00235;2017-03-10;59606;0.12
50534475787;00236;2017-03-10;59607;0.12
50534475787;00235;2017-03-10;59608;0.12
5576228758;00237;2017-03-10;59609;0.12
50534475787;00235;2017-03-10;59610;0.1
7771579779;00237;2017-03-10;59611;0.1
8719655770;00237;2017-03-10;59612;0.1
50534475787;00235;2017-03-10;59613;0.12
3623344710;00237;2017-03-10;59614;0.12
9283760794;00236;2017-03-10;59615;0.12
3623344710;00235;2017-03-10;59616;0.12
5648641702;00236;2017-03-10;59617;0.12
5840119709;00235;2017-03-10;59618;0.1
2600586709;00235;2017-03-10;59619;0.12
2600586709;00237;2017-03-10;59620;0.1
5840119709;00236;2017-03-10;59621;0.1
8719655770;00237;2017-03-10;59622;0.12
492472718;00235;2017-03-10;59623;0.1
50534475787;00235;2017-03-10;59624;0.1
5840119709;00235;2017-03-10;59625;0.12
94387575700;00237;2017-03-10;59626;0.1
8502682733;00237;2017-03-10;59627;0.1
8719655770;00236;2017-03-10;59628;0.12
1471156710;00236;2017-03-10;59629;0.1
8719655770;00237;2017-03-10;59630;0.12
492472718;00235;2017-03-10;59631;0.1
2600586709;00236;2017-03-10;59632;0.12
94387575700;00235;2017-03-10;59633;0.1
5648641702;00237;2017-03-10;59634;0.12
19290992743;00237;2017-03-10;59635;0.12
5576228758;00235;2017-03-10;59636;0.12
94387575700;00235;2017-03-10;59637;0.12
492472718;00235;2017-03-10;59638;0.12
5840119709;00236;2017-03-10;59639;0.1
1471156710;00236;2017-03-10;59640;0.12
492472718;00235;2017-03-10;59641;0.12
7771579779;00236;2017-03-10;59642;0.12
19290992743;00235;2017-03-10;59643;0.12
5648641702;00237;2017-03-10;59644;0.1
9283760794;00235;2017-03-10;59645;0.12
5840119709;00235;2017-03-10;59646;0.1
3623344710;00235;2017-03-10;59647;0.1
50534475787;00236;2017-03-10;59648;0.12
94387575700;00236;2017-03-10;59649;0.12
5648641702;00237;2017-03-10;59650;0.1
492472718;00236;2017-03-10;59651;0.1
8719655770;00236;2017-03-10;59652;0.12
3623344710;00236;2017-03-10;59653;0.1
